"","vaccine","variable","antigen","virus","affinity","model_type","n","hl","hl_se","hl_t","I","I_se","I_t","Pr_t_I","Pr_t_hl","naive_2.5","naive_50","naive_97.5","naive_50_raw","naive_97.5_raw","naive_se"
"24706","Hosp","WT.N.IgG3","N","WT","IgG3","lm",50,-0.0132717108761417,0.00172596619507499,-7.68943848032038,3.75043456311763,0.213289899568613,17.5837419901412,1.47680021082546e-22,6.50858906844236e-10,0.773024684067556,1,3.00232668005197,4233.5,12710.35,3210.6569676907
"24756","Hosp","WT.N.IgG4","N","WT","IgG4","lm",42,0.00110034105619249,0.00155478584244616,0.707712294615002,0.36460668080692,0.200083394254337,1.82227356830746,0.0758958260688861,0.483227404412025,0.918795091111937,1,1.10073633320937,3361.25,3699.85,180.537089661297
"24798","Hosp","WT.N.IgM","N","WT","IgM","lm",48,-0.00655354311942712,0.00140713605230062,-4.65736281059127,0.862619364225898,0.170117428719059,5.07072891191221,6.93037239350396e-06,2.74822871135895e-05,0.405036024530679,1,3.17698178505581,57356.75,182221.35,42684.0860604157
"24846","Hosp","WT.N.R2a","N","WT","R2a","lm",44,-0.00633703761468447,0.00115967951816887,-5.4644731715971,4.50172520163929,0.135511530147433,33.220237397818,8.79294719698703e-32,2.33031095226148e-06,0.531674587346714,0.999999999999998,4.5840131327704,11783.5,54015.71875,15035.6505236574
"24890","Hosp","WT.N.R2b","N","WT","R2b","lm",32,-0.0177388079589392,0.00307012313556945,-5.77788159485304,4.79438203167676,0.438484163498343,10.9339913063813,5.49491818682478e-12,2.5979526878127e-06,0.885732822176349,1,1.36691241521675,4238.75,5794,606.314874203884
"24922","Hosp","WT.N.R3av","N","WT","R3av","lm",39,-0.0143880090444024,0.00220562591909821,-6.52332243641983,4.78466061912655,0.274207728238459,17.4490363559909,1.91956142356099e-19,1.23327290787214e-07,0.754807969136869,1,1.33662981516669,4341.75,5803.3125,787.123433605672
"24961","Hosp","WT.N.R3b","N","WT","R3b","lm",35,-0.0150508179854011,0.00298979994060404,-5.03405521586852,3.43800323804356,0.422699530646144,8.13344465461834,2.17628230557226e-09,1.668583144091e-05,0.873411685909294,0.999999999999999,1.1272836001786,3919.25,4418.10625,291.448890279516
"24996","Hosp","WT.NTD.C1q","NTD","WT","C1q","lm",51,1.14843215209553e-05,0.000105448713342501,0.108909072068559,0.038867743400099,0.01290273456163,3.0123647986748,0.00409327581243476,0.913719392884611,0.888659793814433,1,1.12977975632614,2667.5,3013.6875,175.58783873863
"25047","Hosp","WT.NTD.IgA1","NTD","WT","IgA1","lm",50,-0.00360297282710001,0.00109917249742254,-3.27789572205333,1.00150831595701,0.135832551212655,7.37310981068952,1.97465628673342e-09,0.00194880016090185,0.94111607440496,1,1.08111207413827,3749.75,4053.9,141.637702447953
"25097","Hosp","WT.NTD.IgG1","NTD","WT","IgG1","lm",41,-0.00399414374112062,0.00233739655902321,-1.70880021436746,1.79067436065547,0.301335169486352,5.94246719925791,6.22535157110114e-07,0.0954360457072534,0.661788200387995,1,3.17235678420632,4381.5,13899.68125,3714.85297657092
"25138","Hosp","WT.NTD.IgG2","NTD","WT","IgG2","lm",48,-0.000298085297565107,0.000377268234538455,-0.79011501705088,0.0413564291672753,0.0459025081603054,0.900962296501232,0.372301403455448,0.433514988121867,0.854784018870706,1,1.33094500958278,3391.5,4513.9,474.809219312682
"25186","Hosp","WT.NTD.IgG3","NTD","WT","IgG3","lm",50,-0.00522630385151923,0.00097032437085914,-5.38614097355071,1.11808177258303,0.119910501362532,9.32430237450735,2.37712288824521e-12,2.13926774957797e-06,0.842868400315209,1,1.42374095565585,3489.75,4968.5,555.230403755716
"25236","Hosp","WT.NTD.IgG4","NTD","WT","IgG4","lm",48,-5.6611024314293e-05,0.000135478068813871,-0.417861169781428,-0.00445676673415619,0.0167530218267363,-0.266027632522008,0.791406707076748,0.677992813219001,0.93204730353099,1,1.13863960412648,2980.75,3394,162.837899708389
"25284","Hosp","WT.NTD.IgM","NTD","WT","IgM","lm",48,-0.00475828097188266,0.000966880227744744,-4.92127239273616,0.78503857895041,0.119562275958881,6.56593873489325,4.08912948903336e-08,1.14428771706724e-05,0.811653713104812,1,1.71420998247899,5564.75,9539.15,1456.28517966188
"25332","Hosp","WT.NTD.R2a","NTD","WT","R2a","lm",44,-0.00502996980395426,0.00145043625814046,-3.46790131294907,1.37263399087012,0.18877757288148,7.27117088072691,5.96617243894806e-09,0.00122438271604411,0.929939340533229,1,1.28983749000963,6099.625,7867.525,617.353082422868
"25376","Hosp","WT.NTD.R2b","NTD","WT","R2b","lm",50,-0.00125658266301646,0.000373695014632718,-3.36258877911839,0.259205567053354,0.0460233895728348,5.63203991403426,9.10041952431445e-07,0.00152354335368434,0.940433462175593,1,1.05988404196577,3622,3838.9,111.36854213839
"25426","Hosp","WT.NTD.R3av","NTD","WT","R3av","lm",50,-0.00190845086357987,0.000519880754361434,-3.67093962907707,0.42432082939821,0.0640272777331847,6.62718835503901,2.74399307523015e-08,0.000606239334997772,0.950707213578501,1,1.05100424328147,3535,3715.3,101.153731590944
"25476","Hosp","WT.NTD.R3b","NTD","WT","R3b","lm",51,-0.000458728156305656,0.000199618497918046,-2.29802428677721,0.0915703784062294,0.0244253761908134,3.74898538679088,0.000469192933891328,0.0258684304340553,0.953991291727141,1,1.03210449927431,3445,3555.6,86.4364407295028
"25527","Hosp","WT.S1.C1q","S1","WT","C1q","lm",49,0.0001356597626302,0.000107030343248332,1.26748881217209,0.0348533895203962,0.012824961003751,2.71762148128188,0.00917765563180872,0.211224532158833,0.794849495095907,1,1.15259699473353,2587.125,2981.9125,233.511189760678
"25576","Hosp","WT.S1.IgA1","S1","WT","IgA1","lm",50,-0.00877397871059063,0.00127477895679278,-6.88274517228076,2.68926649899513,0.15753348845555,17.0710781901712,5.04412459496264e-22,1.11241019179959e-08,0.950724637681159,1,1.27544358661791,3691.5,4708.3,324.306215520439
"25626","Hosp","WT.S1.IgG1","S1","WT","IgG1","lm",43,-0.00960858906269066,0.0024477954712421,-3.92540519646231,5.13709432094454,0.28769014310212,17.8563445572101,6.01838721129069e-21,0.00032389816861037,0.638679903577772,1,5.8429300938848,3941,23026.9875,6761.367571487
"25669","Hosp","WT.S1.IgG2","S1","WT","IgG2","lm",48,-0.00466852753686462,0.00111876394832403,-4.17293348061342,1.24329872667782,0.140625149739088,8.84122597547172,1.7570356114215e-11,0.000132057646095329,0.882569438472784,1,2.09204574769973,2907.25,6082.10000000003,1949.60064232037
"25717","Hosp","WT.S1.IgG3","S1","WT","IgG3","lm",50,-0.010396713224684,0.00154869419423962,-6.71321250079883,3.04093838287695,0.191383139539133,15.8892700276513,9.502060524081e-21,2.02475282513364e-08,0.916707359609348,1,1.98880362748518,2867,5701.9,853.559611103079
